y_val,stage,reward,step
5.496010780334473,0,-0.9456152021884918,11
5.252758502960205,0,-0.936183112859726,13
5.257407188415527,0,-0.9214427828788758,12
5.459225177764893,0,-0.8824956685304643,14
24.22207260131836,2,7.7984912395477295,48
13.890201568603516,1,3.1390091985464093,30
24.18539047241211,2,7.745679622888568,51
6.231827259063721,0,-0.7792488858103752,15
14.00917911529541,1,3.073266237974167,31
5.252561092376709,0,-0.925779466331005,15
5.253549098968506,0,-0.9147992163896559,14
6.200052738189697,0,-0.7583300769329071,15
5.262285232543945,0,-0.9833951413631439,14
5.249643802642822,0,-0.9056315779685971,13
5.250106334686279,0,-0.9874258309602737,11
5.353151798248291,0,-0.9665494352579116,15
15.114530563354492,1,3.2319978207349775,33
24.163772583007812,2,7.852036127448079,48
5.223679542541504,0,-0.9327288627624513,13
5.297128200531006,0,-0.9623680293560026,13
24.201414108276367,2,7.799089968204504,58
17.91002655029297,2,6.54193254709244,40
5.9065470695495605,0,-0.861111295223236,12
5.338400363922119,0,-0.8959061026573178,14
5.249297142028809,0,-0.9627512007951735,14
14.16142749786377,1,3.075993990898132,29
5.257638931274414,0,-0.9408451691269875,11
5.279804706573486,0,-0.9563344597816468,13
14.502908706665039,1,3.2347012639045714,32
18.496212005615234,2,6.615278504788876,38
24.1932315826416,2,7.823025697469708,56
5.2502617835998535,0,-0.979083290696144,13
5.247706890106201,0,-0.9251125276088712,14
14.064081192016602,1,3.0995803356170653,31
14.081543922424316,1,3.0096366941928867,34
6.196033000946045,0,-0.7729051679372789,15
5.288005352020264,0,-0.9874812573194502,11
5.251527786254883,0,-0.9417753174901009,12
5.781592845916748,0,-0.8718970105051993,13
5.453917503356934,0,-0.9512657344341278,13
5.345671653747559,0,-0.8824271425604819,13
13.996479988098145,1,3.059156808257103,30
5.272231578826904,0,-0.9071821928024291,14
24.20347785949707,2,7.800477537512778,52
5.2585554122924805,0,-0.925151541829109,13
5.24876594543457,0,-0.9950884759426117,15
11.81517505645752,1,2.5867888212203978,28
5.321890354156494,0,-0.8858373910188673,14
5.41206693649292,0,-0.88709397315979,12
5.206187725067139,0,-1.0161499440670014,14
5.250126838684082,0,-0.9261686757206917,13
5.26345682144165,0,-0.890315769612789,14
17.135318756103516,2,6.442965483665466,36
14.033796310424805,1,3.021274277567862,30
5.253623962402344,0,-0.9319779247045517,15
5.252100944519043,0,-0.9759873926639557,12
5.337723255157471,0,-0.9425415217876432,13
5.364706993103027,0,-0.9792844772338867,13
5.257655143737793,0,-0.9169066756963731,14
23.497955322265625,2,7.602495443820954,49
14.097006797790527,1,3.1113293722271926,35
5.267641067504883,0,-1.0017829954624173,12
13.924964904785156,1,3.148468640446663,35
14.034690856933594,1,3.108008477091789,33
5.302102565765381,0,-0.9200783863663673,14
22.173431396484375,2,7.408661684393879,49
14.283145904541016,1,3.1639319762587554,34
13.972441673278809,1,3.1265181690454495,33
5.539170265197754,0,-0.9344372734427453,15
5.560540199279785,0,-0.9265638768672944,12
13.96171760559082,1,3.107711896300315,30
5.917783737182617,0,-0.8257456779479984,16
5.249401569366455,0,-0.9359753072261809,11
17.489673614501953,2,6.474896898865699,39
5.25186014175415,0,-0.9788404107093809,13
5.310731887817383,0,-0.9558450043201445,12
5.254532337188721,0,-0.9833537817001341,13
15.155462265014648,1,3.24438460469246,32
5.268507957458496,0,-0.9077242612838743,12
5.251182556152344,0,-0.9799043565988539,13
5.395993232727051,0,-0.9353590115904806,13
9.073236465454102,1,2.1069795250892636,24
16.9298038482666,1,3.670801594853401,34
5.252658843994141,0,-0.964075720310211,14
19.579570770263672,2,6.929378432035444,41
13.929985046386719,1,3.123811101913451,32
5.4105377197265625,0,-0.9130696833133696,16
13.965961456298828,1,3.0886920422315605,28
5.251687526702881,0,-1.015018218755722,15
15.10879898071289,1,3.2524753481149684,34
39.6246337890625,3,13.927595344185828,85
14.219999313354492,1,3.0817080497741705,31
5.235215187072754,0,-0.9686897099018095,13
5.248766899108887,0,-0.942763340473175,13
5.251975059509277,0,-0.9894772619009018,13
5.247676849365234,0,-0.997970902919769,13
24.204200744628906,2,7.7678263068199165,51
5.254132270812988,0,-0.9209271967411041,13
5.238758087158203,0,-0.97113037109375,14
14.968548774719238,1,3.264534762501717,35
14.007610321044922,1,3.0665058165788643,31
5.224130630493164,0,-0.9225780218839645,14
13.286511421203613,1,2.927637012302875,30
5.264469146728516,0,-1.1002671897411345,15
5.439496994018555,0,-0.8871756121516228,16
14.015711784362793,1,3.059475013613701,32
13.991999626159668,1,3.1241995006799694,33
14.72016716003418,1,3.247524216771126,35
24.228662490844727,2,7.693787205219271,53
9.062300682067871,1,2.120376917719841,20
20.450424194335938,2,7.034486699104312,47
13.998495101928711,1,3.012039309740067,31
5.483110427856445,0,-0.8773004382848739,14
14.048833847045898,1,3.0940382272005076,29
5.252573490142822,0,-0.9845751821994779,11
14.321592330932617,1,3.204224026203155,30
13.998702049255371,1,3.0382706314325327,29
24.21782112121582,2,7.802887140214441,53
24.34789276123047,2,7.8161338537931435,52
24.224735260009766,2,7.790099519491195,53
5.249680042266846,0,-0.9294988572597502,14
5.323868751525879,0,-0.9483647465705871,14
5.3797430992126465,0,-0.8965546607971191,16
5.251651763916016,0,-0.9747441500425336,13
5.639018535614014,0,-0.90834923684597,15
13.979216575622559,1,3.0830645561218253,31
23.706005096435547,2,7.678118416666985,54
5.44477653503418,0,-0.9012060597538949,16
24.222827911376953,2,7.767945092916486,50
13.951576232910156,1,3.1314608156681034,29
5.621087074279785,0,-0.9245310872793198,12
12.586238861083984,1,2.819643273949622,26
5.50475549697876,0,-0.8731840640306472,14
5.745389461517334,0,-0.8659873098134996,13
8.426753044128418,1,1.9742206633090973,17
5.39553165435791,0,-0.8961578175425529,14
24.240528106689453,2,7.774082946777348,49
10.973283767700195,1,2.507631614804268,24
14.134223937988281,1,3.0632902801036828,32
7.9716572761535645,1,1.8781276568770404,18
10.3408784866333,1,2.2834326088428494,23
24.18557357788086,2,7.8293365776538835,50
24.192543029785156,2,7.822510069608686,50
18.457067489624023,2,6.6408213041722775,41
17.5908203125,2,6.4217578977346434,35
24.24173355102539,2,7.826738077402112,51
14.576147079467773,1,3.2331235855817786,31
10.186251640319824,1,2.277952271699905,22
10.712959289550781,1,2.4507466852664948,28
5.6659674644470215,0,-0.8857261687517166,14
20.42693328857422,2,6.9630708307027795,47
5.437007904052734,0,-0.9216363668441772,13
20.478612899780273,2,7.0102173268795,46
15.562822341918945,1,3.379879960417748,32
23.097768783569336,2,7.567080533504486,46
15.204792976379395,1,3.2942504346370693,34
15.344870567321777,1,3.3187404692173006,34
7.711423873901367,1,1.8214290648698803,18
13.959181785583496,1,3.034612554311752,33
24.20736312866211,2,7.828754377365112,52
6.122947692871094,0,-0.8105673432350158,16
5.296321868896484,0,-0.9767107188701629,12
21.4471492767334,2,7.280128055810927,44
22.855180740356445,2,7.498708221316338,48
17.593921661376953,2,6.464923387765884,37
13.62716007232666,1,2.9276046574115755,29
5.278785228729248,0,-0.9218259632587433,13
24.191741943359375,2,7.829393827915192,51
12.681319236755371,1,2.8274973988533008,31
5.32725715637207,0,-0.8936672806739807,14
5.5144782066345215,0,-0.919286385178566,14
5.3062262535095215,0,-0.972481733560562,14
18.550207138061523,2,6.669672465324403,40
14.455657005310059,1,3.1167393341660494,32
22.293306350708008,2,7.355637431144716,46
5.249217987060547,0,-0.9320160239934923,16
5.823580265045166,0,-0.8280355781316755,14
24.26619529724121,2,7.7630731314420665,50
6.502864837646484,0,-0.6910056263208391,18
33.41096115112305,3,12.664260706305503,69
24.182838439941406,2,7.844289627671245,50
5.200860977172852,0,-0.9434010595083238,12
24.222679138183594,2,7.756989347934727,55
17.95791244506836,2,6.546285244822503,39
14.232050895690918,1,3.0759138882160206,32
5.530674934387207,0,-0.8994538992643355,12
13.973311424255371,1,3.1198597252368927,31
24.24766731262207,2,7.789633238315584,55
24.25406837463379,2,7.77628154456616,53
5.468072891235352,0,-0.948047450184822,13
4.64802360534668,0,-1.0976513862609862,13
24.255916595458984,2,7.753029537200925,51
20.383888244628906,2,7.014617890119551,44
24.253114700317383,2,7.753389944881199,52
5.363735198974609,0,-0.9812734842300415,11
24.257604598999023,2,7.782399329543113,52
7.758237838745117,1,1.833146369457245,19
5.249355316162109,0,-0.98530495762825,12
5.253979206085205,0,-0.9937978744506835,13
24.251176834106445,2,7.765967887639997,51
14.378178596496582,1,3.1219313591718674,30
11.3600492477417,1,2.5446796417236337,26
5.252056121826172,0,-0.9666371881961822,13
5.499372959136963,0,-0.978469717502594,13
6.181884765625,0,-0.7770902991294859,16
5.2588114738464355,0,-0.9608600437641142,14
14.313072204589844,1,3.0230140686035165,31
8.62751579284668,1,1.8953034341335298,18
20.26140785217285,2,6.94535183906555,45
27.376876831054688,2,8.34543400406838,57
5.2574381828308105,0,-0.9339021831750869,14
5.25172233581543,0,-1.0074362605810163,17
12.619614601135254,1,2.71831500530243,26
13.942426681518555,1,3.0726522237062452,26
24.264020919799805,2,7.771423137187959,50
24.23206901550293,2,7.760238710045815,54
21.50873565673828,2,7.2917239338159625,45
13.95984935760498,1,3.068202713131904,30
5.250696659088135,0,-0.9343648701906204,11
14.217169761657715,1,3.1648819118738167,32
14.259527206420898,1,3.014153161644936,31
5.261990070343018,0,-0.894462102651596,14
18.997516632080078,2,6.669542497396469,41
22.06021499633789,2,7.341093504428864,49
5.38685941696167,0,-1.0224186837673186,12
21.681550979614258,2,7.273474940657616,48
14.239141464233398,1,3.1303582936525336,29
9.741411209106445,1,2.25033737719059,23
23.312986373901367,2,7.573718589544292,49
13.994014739990234,1,3.0495446771383286,30
23.3521785736084,2,7.604198518395428,50
15.037958145141602,1,3.237020191550256,29
10.099678993225098,1,2.273818325996399,21
22.933639526367188,2,7.49892536997795,49
14.048389434814453,1,3.036431846022606,31
20.939374923706055,2,7.125198784470557,43
24.218425750732422,2,7.791530159115794,52
5.256786823272705,0,-0.9157566010951994,12
5.365549564361572,0,-0.8836498618125914,12
14.477645874023438,1,3.1246581912040705,33
5.288241863250732,0,-0.9269243121147157,14
5.37601900100708,0,-0.9822636038064956,11
24.263919830322266,2,7.8240631714463245,51
5.258032321929932,0,-0.9509419351816177,13
24.2343807220459,2,7.7290990710258445,51
15.290999412536621,1,3.352990818023682,34
5.253137111663818,0,-1.060783541202545,13
5.754454612731934,0,-0.8654347151517867,13
9.846207618713379,1,2.2250974684953695,20
15.064680099487305,1,3.264602619409562,30
14.050582885742188,1,3.077858781814575,31
14.301860809326172,1,3.160286157578229,34
14.992792129516602,1,3.290887954831123,32
24.181880950927734,2,7.89084805846214,59
5.253785133361816,0,-0.9423178896307944,15
14.315729141235352,1,3.134545555710793,31
24.30323028564453,2,7.767668418586252,50
24.211999893188477,2,7.789225840568539,51
11.10222053527832,1,2.5557086765766153,25
5.252011299133301,0,-0.9398347586393356,13
12.463397026062012,1,2.7354008018970495,25
23.432340621948242,2,7.581942775845526,53
5.379584789276123,0,-0.8855481296777725,15
5.389759063720703,0,-0.9092596143484115,12
14.011425018310547,1,3.0702117651700975,30
16.431425094604492,1,3.52202283143997,37
14.447975158691406,1,3.1443836331367505,36
5.25269889831543,0,-0.9934546113014222,12
24.283679962158203,2,7.82703398168087,48
24.174537658691406,2,7.816672256588937,53
24.199726104736328,2,7.7453801155090325,53
34.242610931396484,3,12.96542797088623,77
14.194138526916504,1,3.0768130034208303,30
24.33306884765625,2,7.793056631088259,49
2.4632530212402344,0,-1.5522767454385757,7
